_c0,_c1,_c2,_c3,_c4,_c5,_c6,_c7,_c8,_c9
ja.wikipedia,DoS攻撃,-1,mobile-app,12,9,user,2018,9,12
de.wikipedia,Denial_of_Service,-1,mobile-app,13,1,user,2018,9,12
en.wikipedia,Denial-of-service_attack,-1,desktop,13,1,spider,2018,9,12
en.wikipedia,Denial-of-service_attack,-1,desktop,14,1,spider,2018,9,12
domain,title,pageID,accessType,hour,count,trafficType,year,month,day
en.wikipedia,Denial-of-service_attack,-1,desktop,19,2,spider,2019,9,18
en.wikipedia,Denial-of-service_attack,-1,mobile-app,19,2,user,2019,9,18
pl.wikipedia,DoS,-1,mobile-app,19,2,user,2019,9,18
it.wikipedia,Denial_of_service,-1,mobile-app,20,1,user,2019,9,18
fr.wikipedia,Attaque_par_déni_de_service,-1,mobile-app,20,1,user,2019,9,18
en.wikipedia,Denial-of-service_attack,-1,desktop,20,1,spider,2019,9,18
en.wikipedia,Denial-of-service_attack,-1,mobile-app,20,3,user,2019,9,18
pl.wikipedia,DoS,-1,mobile-app,20,1,user,2019,9,18
en.wikipedia,Denial-of-service_attack,-1,desktop,21,1,spider,2019,9,18
en.wikipedia,Denial-of-service_attack,-1,mobile-app,21,1,user,2019,9,18
domain,title,pageID,accessType,hour,count,trafficType,year,month,day
de.wikipedia,Denial_of_Service,-1,mobile-app,7,2,user,2019,9,20
en.wikipedia,Denial-of-service_attack,-1,desktop,7,2,spider,2019,9,20
en.wikipedia,Denial-of-service_attack,-1,mobile-app,8,1,user,2019,9,20
ru.wikipedia,DoS-атака,-1,mobile-app,9,1,user,2019,9,20
simple.wikipedia,Denial-of-service_attack,-1,desktop,9,1,user,2019,9,20
en.wikipedia,Denial-of-service_attack,-1,desktop,9,2,spider,2019,9,20
pl.wikipedia,DDoS,-1,mobile-app,2,1,user,2018,9,25
en.wikipedia,Denial-of-service_attack,-1,mobile-app,1,3,user,2018,9,25
it.wikipedia,Denial_of_service,-1,mobile-app,0,3,user,2018,9,25
en.wikipedia,Denial-of-service_attack,-1,desktop,0,1,spider,2018,9,25
domain,title,pageID,accessType,hour,count,trafficType,year,month,day
de.wikipedia,Denial_of_Service,-1,mobile-app,4,2,user,2019,9,12
en.wikipedia,Denial-of-service_attack,-1,desktop,4,2,spider,2019,9,12
ru.wikipedia,DoS-атака,-1,mobile-app,5,1,user,2019,9,12
en.wikipedia,Denial-of-service_attack,-1,desktop,5,1,spider,2019,9,12
de.wikipedia,Denial_of_Service,-1,mobile-app,6,1,user,2019,9,12
en.wikipedia,Denial-of-service_attack,-1,mobile-app,6,2,user,2019,9,12
pl.wikipedia,DDoS,-1,mobile-app,6,1,user,2019,9,12
en.wikipedia,Denial-of-service_attack,-1,desktop,6,1,spider,2019,9,12
en.wikipedia,Denial-of-service_attack,-1,desktop,7,3,spider,2019,9,12
en.wikipedia,Denial-of-service_attack,-1,desktop,8,1,spider,2019,9,12
domain,title,pageID,accessType,hour,count,trafficType,year,month,day
en.wikipedia,Denial-of-service_attack,-1,desktop,14,2,spider,2018,9,10
de.wikipedia,Denial_of_Service,-1,mobile-app,14,1,user,2018,9,10
en.wikipedia,Denial-of-service_attack,-1,desktop,16,1,spider,2018,9,10
fr.wikipedia,Attaque_par_déni_de_service,-1,mobile-app,16,1,user,2018,9,10
en.wikipedia,Denial-of-service_attack,-1,desktop,17,1,spider,2018,9,10
hu.wikipedia,Szolgáltatásmegtagadással_járó_támadás,-1,mobile-app,17,1,user,2018,9,10
en.wikipedia,Denial-of-service_attack,-1,desktop,18,1,spider,2018,9,10
de.wikipedia,Denial_of_Service,-1,mobile-app,18,1,user,2018,9,10
en.wikipedia,Denial-of-service_attack,-1,desktop,19,3,spider,2018,9,10
domain,title,pageID,accessType,hour,count,trafficType,year,month,day
en.wikipedia,Denial-of-service_attack,-1,desktop,4,1,spider,2019,9,30
en.wikipedia,Denial-of-service_attack,-1,desktop,3,2,spider,2019,9,30
en.wikipedia,Denial-of-service_attack,-1,desktop,2,3,spider,2019,9,30
en.wikipedia,Denial-of-service_attack,-1,mobile-app,2,1,user,2019,9,30
en.wikipedia,Denial-of-service_attack,-1,desktop,1,2,spider,2019,9,30
ja.wikipedia,DoS攻撃,-1,mobile-app,0,1,user,2019,9,30
ar.wikipedia,هجمات_الحرمان_من_الخدمات,-1,mobile-app,0,2,user,2019,9,30
es.wikipedia,Ataque_de_denegación_de_servicio,-1,mobile-app,0,1,user,2019,9,30
en.wikipedia,Denial-of-service_attack,-1,desktop,0,1,spider,2019,9,30
domain,title,pageID,accessType,hour,count,trafficType,year,month,day
en.wikipedia,Denial-of-service_attack,-1,desktop,14,3,spider,2018,9,26
uk.wikipedia,DoS-атака,-1,mobile-app,14,1,user,2018,9,26
en.wikipedia,Denial-of-service_attack,-1,desktop,15,1,spider,2018,9,26
de.wikipedia,Denial_of_Service,-1,mobile-app,15,1,user,2018,9,26
en.wikipedia,Denial-of-service_attack,-1,mobile-app,16,2,user,2018,9,26
fr.wikipedia,Attaque_par_déni_de_service,-1,mobile-app,16,1,user,2018,9,26
en.wikipedia,Denial-of-service_attack,-1,desktop,17,1,spider,2018,9,26
es.wikipedia,Ataque_de_denegación_de_servicio,-1,mobile-app,18,2,user,2018,9,26
en.wikipedia,Denial-of-service_attack,-1,desktop,18,1,spider,2018,9,26
domain,title,pageID,accessType,hour,count,trafficType,year,month,day
en.wikipedia,Denial-of-service_attack,-1,desktop,8,1,spider,2018,9,15
ru.wikipedia,DoS-атака,-1,mobile-app,9,1,user,2018,9,15
en.wikipedia,Denial-of-service_attack,-1,desktop,17,3,spider,2019,9,23
en.wikipedia,Denial-of-service_attack,-1,mobile-app,17,1,user,2019,9,23
es.wikipedia,Ataque_de_denegación_de_servicio,-1,mobile-app,18,1,user,2019,9,23
en.wikipedia,Denial-of-service_attack,-1,desktop,18,4,spider,2019,9,23
en.wikipedia,Denial-of-service_attack,-1,mobile-app,18,1,user,2019,9,23
en.wikipedia,Denial-of-service_attack,-1,desktop,22,2,spider,2019,9,4
en.wikipedia,Denial-of-service_attack,-1,desktop,23,2,spider,2019,9,4
domain,title,pageID,accessType,hour,count,trafficType,year,month,day
en.wikipedia,Denial-of-service_attack,-1,desktop,17,1,spider,2018,9,25
fi.wikipedia,Palvelunestohyökkäys,-1,mobile-app,17,1,user,2018,9,25
en.wikipedia,Denial-of-service_attack,-1,mobile-app,17,1,user,2018,9,25
it.wikipedia,Denial_of_service,-1,mobile-app,18,2,user,2018,9,25
it.wikipedia,Denial_of_service,-1,mobile-app,19,1,user,2018,9,25
en.wikipedia,Denial-of-service_attack,-1,desktop,19,2,spider,2018,9,25
ar.wikipedia,هجمات_الحرمان_من_الخدمات,-1,mobile-app,19,2,user,2018,9,25
de.wikipedia,Denial_of_Service,-1,mobile-app,19,2,user,2018,9,25
de.wikipedia,Denial_of_Service,-1,mobile-app,20,1,user,2018,9,25
domain,title,pageID,accessType,hour,count,trafficType,year,month,day
it.wikipedia,Denial_of_service,-1,mobile-app,17,1,user,2018,9,18
nl.wikipedia,Distributed_denial_of_service,-1,mobile-app,18,1,user,2018,9,18
fr.wikipedia,Attaque_par_déni_de_service,-1,mobile-app,19,2,user,2018,9,18
en.wikipedia,Denial-of-service_attack,-1,mobile-app,19,2,user,2018,9,18
en.wikipedia,Denial-of-service_attack,-1,desktop,19,1,spider,2018,9,18
en.wikipedia,Denial-of-service_attack,-1,desktop,20,1,spider,2018,9,18
en.wikipedia,Denial-of-service_attack,-1,mobile-app,21,1,user,2018,9,18
en.wikipedia,Denial-of-service_attack,-1,desktop,21,1,spider,2018,9,18
ru.wikipedia,DoS-атака,-1,mobile-app,22,2,user,2018,9,18
domain,title,pageID,accessType,hour,count,trafficType,year,month,day
en.wikipedia,Denial-of-service_attack,-1,desktop,17,1,spider,2018,9,14
en.wikipedia,Denial-of-service_attack,-1,mobile-app,17,2,user,2018,9,14
en.wikipedia,Denial-of-service_attack,-1,desktop,19,1,spider,2018,9,26
en.wikipedia,Denial-of-service_attack,-1,mobile-app,19,1,user,2018,9,26
fr.wikipedia,Attaque_par_déni_de_service,-1,mobile-app,19,1,user,2018,9,26
nl.wikipedia,Distributed_denial_of_service,-1,mobile-app,19,1,user,2018,9,26
uk.wikipedia,DoS-атака,-1,mobile-app,6,2,user,2018,9,26
de.wikipedia,Denial_of_Service,-1,mobile-app,6,2,user,2018,9,26
en.wikipedia,Denial-of-service_attack,-1,mobile-app,6,1,user,2018,9,26
domain,title,pageID,accessType,hour,count,trafficType,year,month,day
en.wikipedia,Denial-of-service_attack,-1,desktop,22,2,spider,2019,9,18
en.wikipedia,Denial-of-service_attack,-1,mobile-app,22,2,user,2019,9,18
it.wikipedia,Denial_of_service,-1,mobile-app,23,2,user,2019,9,18
en.wikipedia,Denial-of-service_attack,-1,desktop,23,2,spider,2019,9,18
en.wikipedia,Denial-of-service_attack,-1,mobile-app,23,1,user,2019,9,18
en.wikipedia,Denial-of-service_attack,-1,desktop,9,2,spider,2019,9,22
en.wikipedia,Denial-of-service_attack,-1,mobile-app,9,2,user,2019,9,22
en.wikipedia,Denial-of-service_attack,-1,desktop,10,3,spider,2019,9,22
en.wikipedia,Denial-of-service_attack,-1,desktop,11,2,spider,2019,9,22
domain,title,pageID,accessType,hour,count,trafficType,year,month,day
en.wikipedia,Denial-of-service_attack,-1,desktop,15,1,spider,2018,9,27
ml.wikipedia,ഡിനയിൽ-ഓഫ്-സർവീസ്_അറ്റാക്ക്‌,-1,mobile-app,16,1,user,2018,9,27
nl.wikipedia,Distributed_denial_of_service,-1,mobile-app,16,1,user,2018,9,27
en.wikipedia,Denial-of-service_attack,-1,mobile-app,16,2,user,2018,9,27
en.wikipedia,Denial-of-service_attack,-1,desktop,16,2,spider,2018,9,27
en.wikipedia,Denial-of-service_attack,-1,desktop,22,1,spider,2019,9,16
en.wikipedia,Denial-of-service_attack,-1,desktop,23,1,spider,2019,9,16
en.wikipedia,Denial-of-service_attack,-1,mobile-web,23,1,spider,2019,9,16
domain,title,pageID,accessType,hour,count,trafficType,year,month,day
de.wikipedia,Denial_of_Service,-1,mobile-app,8,1,user,2018,9,29
en.wikipedia,Denial-of-service_attack,-1,mobile-app,9,1,user,2018,9,29
en.wikipedia,Denial-of-service_attack,-1,desktop,9,1,spider,2018,9,29
fr.wikipedia,Attaque_par_déni_de_service,-1,mobile-app,9,1,user,2018,9,29
de.wikipedia,Denial_of_Service,-1,mobile-app,10,1,user,2018,9,29
en.wikipedia,Denial-of-service_attack,-1,mobile-app,11,1,user,2018,9,29
en.wikipedia,Denial-of-service_attack,-1,desktop,11,2,spider,2018,9,29
en.wikipedia,Denial-of-service_attack,-1,mobile-app,12,1,user,2018,9,29
en.wikipedia,Denial-of-service_attack,-1,desktop,12,1,spider,2018,9,29
domain,title,pageID,accessType,hour,count,trafficType,year,month,day
en.wikipedia,Denial-of-service_attack,-1,mobile-app,3,2,user,2019,9,16
en.wikipedia,Denial-of-service_attack,-1,desktop,4,1,spider,2019,9,16
en.wikipedia,Denial-of-service_attack,-1,desktop,5,1,spider,2019,9,16
it.wikipedia,Denial_of_service,-1,mobile-app,5,1,user,2019,9,16
en.wikipedia,Denial-of-service_attack,-1,mobile-app,5,2,user,2019,9,16
es.wikipedia,Ataque_de_denegación_de_servicio,-1,mobile-app,5,1,user,2019,9,16
de.wikipedia,Denial_of_Service,-1,mobile-app,5,1,user,2019,9,16
en.wikipedia,Denial-of-service_attack,-1,desktop,6,4,spider,2019,9,16
en.wikipedia,Denial-of-service_attack,-1,desktop,7,1,spider,2019,9,16
domain,title,pageID,accessType,hour,count,trafficType,year,month,day
en.wikipedia,Denial-of-service_attack,-1,mobile-app,19,1,user,2019,9,12
ru.wikipedia,DoS-атака,-1,mobile-app,19,2,user,2019,9,12
fr.wikipedia,Attaque_par_déni_de_service,-1,mobile-app,20,2,user,2019,9,12
de.wikipedia,Denial_of_Service,-1,mobile-app,20,1,user,2019,9,12
ru.wikipedia,DoS-атака,-1,mobile-app,20,1,user,2019,9,12
en.wikipedia,Denial-of-service_attack,-1,desktop,21,3,spider,2019,9,12
pt.wikipedia,Ataque_de_negação_de_serviço,-1,mobile-app,21,1,user,2019,9,12
en.wikipedia,Denial-of-service_attack,-1,desktop,22,3,spider,2019,9,12
en.wikipedia,Denial-of-service_attack,-1,desktop,23,5,spider,2019,9,12
domain,title,pageID,accessType,hour,count,trafficType,year,month,day
en.wikipedia,Denial-of-service_attack,-1,desktop,8,1,spider,2019,9,18
de.wikipedia,Denial_of_Service,-1,mobile-app,8,1,user,2019,9,18
it.wikipedia,Denial_of_service,-1,mobile-app,9,1,user,2019,9,18
pt.wikipedia,Ataque_de_negação_de_serviço,-1,mobile-app,9,2,user,2019,9,18
en.wikipedia,Denial-of-service_attack,-1,mobile-app,10,1,user,2019,9,18
en.wikipedia,Denial-of-service_attack,-1,desktop,11,2,spider,2019,9,18
en.wikipedia,Denial-of-service_attack,-1,mobile-app,11,1,user,2019,9,18
it.wikipedia,Denial_of_service,-1,mobile-app,12,1,user,2019,9,18
en.wikipedia,Denial-of-service_attack,-1,desktop,12,2,spider,2019,9,18
domain,title,pageID,accessType,hour,count,trafficType,year,month,day
en.wikipedia,Denial-of-service_attack,-1,desktop,9,2,spider,2019,9,27
fi.wikipedia,Palvelunestohyökkäys,-1,mobile-app,9,2,user,2019,9,27
de.wikipedia,Denial_of_Service,-1,mobile-app,9,1,user,2019,9,27
ru.wikipedia,DoS-атака,-1,desktop,9,1,spider,2019,9,27
en.wikipedia,Denial-of-service_attack,-1,desktop,11,4,spider,2019,9,27
en.wikipedia,Denial-of-service_attack,-1,desktop,21,2,spider,2019,9,14
en.wikipedia,Denial-of-service_attack,-1,mobile-web,21,1,spider,2019,9,14
en.wikipedia,Denial-of-service_attack,-1,desktop,22,3,spider,2019,9,14
fr.wikipedia,Attaque_par_déni_de_service,-1,mobile-app,22,2,user,2019,9,14
domain,title,pageID,accessType,hour,count,trafficType,year,month,day
en.wikipedia,Denial-of-service_attack,-1,desktop,14,2,spider,2019,9,29
en.wikipedia,Denial-of-service_attack,-1,desktop,15,2,spider,2019,9,29
en.wikipedia,Denial-of-service_attack,-1,mobile-app,15,1,user,2019,9,29
ru.wikipedia,DoS-атака,-1,mobile-app,15,1,user,2019,9,29
en.wikipedia,Denial-of-service_attack,-1,desktop,16,2,spider,2019,9,29
en.wikipedia,Denial-of-service_attack,-1,desktop,17,1,spider,2019,9,29
it.wikipedia,Denial_of_service,-1,mobile-app,17,1,user,2019,9,29
en.wikipedia,Denial-of-service_attack,-1,desktop,18,2,spider,2019,9,29
en.wikipedia,Denial-of-service_attack,-1,desktop,19,3,spider,2019,9,29
domain,title,pageID,accessType,hour,count,trafficType,year,month,day
en.wikipedia,Denial-of-service_attack,-1,desktop,3,2,spider,2018,9,5
en.wikipedia,Denial-of-service_attack,-1,mobile-app,4,2,user,2018,9,5
en.wikipedia,Denial-of-service_attack,-1,desktop,4,2,spider,2018,9,5
en.wikipedia,Denial-of-service_attack,-1,mobile-app,5,2,user,2018,9,5
en.wikipedia,Denial-of-service_attack,-1,desktop,5,2,spider,2018,9,5
en.wikipedia,Denial-of-service_attack,-1,desktop,7,1,spider,2018,9,5
en.wikipedia,Denial-of-service_attack,-1,mobile-app,8,2,user,2018,9,5
en.wikipedia,Denial-of-service_attack,-1,desktop,8,1,spider,2018,9,5
en.wikipedia,Denial-of-service_attack,-1,desktop,9,1,spider,2018,9,5
domain,title,pageID,accessType,hour,count,trafficType,year,month,day
en.wikipedia,Denial-of-service_attack,-1,desktop,2,1,spider,2018,9,15
en.wikipedia,Denial-of-service_attack,-1,desktop,3,1,spider,2018,9,15
en.wikipedia,Denial-of-service_attack,-1,mobile-web,3,1,spider,2018,9,15
en.wikipedia,Denial_of_service,-1,mobile-web,3,1,spider,2018,9,15
en.wikipedia,Denial-of-service_attack,-1,mobile-app,6,1,user,2018,9,15
ru.wikipedia,DoS-атака,-1,mobile-app,6,1,user,2018,9,15
en.wikipedia,Denial-of-service_attack,-1,desktop,6,1,spider,2018,9,15
es.wikipedia,Ataque_de_denegación_de_servicio,-1,mobile-app,6,1,user,2018,9,15
de.wikipedia,Denial_of_Service,-1,desktop,7,1,spider,2018,9,15
domain,title,pageID,accessType,hour,count,trafficType,year,month,day
en.wikipedia,Denial-of-service_attack,-1,desktop,6,4,spider,2019,9,24
en.wikipedia,Denial-of-service_attack,-1,mobile-app,6,2,user,2019,9,24
cs.wikipedia,Denial_of_service,-1,mobile-app,7,1,user,2019,9,24
ru.wikipedia,DoS-атака,-1,mobile-app,7,1,user,2019,9,24
he.wikipedia,התקפת_מניעת_שירות,-1,mobile-app,7,1,user,2019,9,24
en.wikipedia,Denial-of-service_attack,-1,desktop,7,3,spider,2019,9,24
en.wikipedia,Denial-of-service_attack,-1,mobile-app,7,1,user,2019,9,24
fr.wikipedia,Attaque_par_déni_de_service,-1,mobile-app,8,1,user,2019,9,24
ru.wikipedia,DoS-атака,-1,mobile-app,9,3,user,2019,9,24
domain,title,pageID,accessType,hour,count,trafficType,year,month,day
en.wikipedia,Denial-of-service_attack,-1,desktop,19,1,spider,2018,9,5
es.wikipedia,Ataque_de_denegación_de_servicio,-1,mobile-app,19,1,user,2018,9,5
en.wikipedia,Denial-of-service_attack,-1,desktop,20,1,spider,2018,9,5
en.wikipedia,Denial-of-service_attack,-1,mobile-app,20,1,user,2018,9,5
en.wikipedia,Denial-of-service_attack,-1,desktop,21,2,spider,2018,9,5
en.wikipedia,Denial-of-service_attack,-1,mobile-app,21,1,user,2018,9,5
ja.wikipedia,DoS攻撃,-1,mobile-app,21,1,user,2018,9,5
de.wikipedia,Denial_of_Service,-1,mobile-app,21,1,user,2018,9,5
de.wikipedia,Denial_of_Service,-1,mobile-app,22,1,user,2018,9,5
domain,title,pageID,accessType,hour,count,trafficType,year,month,day
it.wikipedia,Denial_of_service,-1,mobile-app,13,1,user,2019,9,23
en.wikipedia,Denial-of-service_attack,-1,desktop,13,2,spider,2019,9,23
en.wikipedia,Denial-of-service_attack,-1,mobile-app,13,2,user,2019,9,23
pt.wikipedia,Ataque_de_negação_de_serviço,-1,mobile-app,13,1,user,2019,9,23
ru.wikipedia,DoS-атака,-1,mobile-app,14,1,user,2019,9,23
en.wikipedia,Denial-of-service_attack,-1,desktop,15,1,spider,2019,9,23
en.wikipedia,Denial-of-service_attack,-1,mobile-app,15,1,user,2019,9,23
en.wikipedia,Denial-of-service_attack,-1,desktop,16,2,spider,2019,9,23
pl.wikipedia,DDoS,-1,mobile-app,16,1,user,2019,9,23
domain,title,pageID,accessType,hour,count,trafficType,year,month,day
en.wikipedia,Denial-of-service_attack,-1,mobile-app,11,1,user,2018,9,5
ru.wikipedia,DoS-атака,-1,mobile-app,12,1,user,2018,9,5
en.wikipedia,Denial-of-service_attack,-1,desktop,12,1,spider,2018,9,5
en.wikipedia,Denial-of-service_attack,-1,mobile-app,13,1,user,2018,9,5
de.wikipedia,Denial_of_Service,-1,mobile-app,14,1,user,2018,9,5
en.wikipedia,Denial-of-service_attack,-1,desktop,14,2,spider,2018,9,5
de.wikipedia,Denial_of_Service,-1,mobile-app,15,1,user,2018,9,5
en.wikipedia,Denial-of-service_attack,-1,mobile-app,16,3,user,2018,9,5
en.wikipedia,Denial-of-service_attack,-1,desktop,16,1,spider,2018,9,5
domain,title,pageID,accessType,hour,count,trafficType,year,month,day
en.wikipedia,Denial-of-service_attack,-1,desktop,11,1,spider,2019,9,24
de.wikipedia,Denial_of_Service,-1,mobile-app,11,1,user,2019,9,24
en.wikipedia,Denial-of-service_attack,-1,mobile-app,12,1,user,2019,9,24
en.wikipedia,Denial-of-service_attack,-1,desktop,13,2,spider,2019,9,24
sq.wikipedia,Sulmet_DoS,-1,mobile-app,14,1,user,2019,9,24
en.wikipedia,Denial-of-service_attack,-1,desktop,14,2,spider,2019,9,24
pt.wikipedia,Ataque_de_negação_de_serviço,-1,mobile-app,14,1,user,2019,9,24
ru.wikipedia,DoS-атака,-1,mobile-app,14,1,user,2019,9,24
ru.wikipedia,DoS-атака,-1,mobile-app,15,3,user,2019,9,24
domain,title,pageID,accessType,hour,count,trafficType,year,month,day
ru.wikipedia,DoS-атака,-1,mobile-app,15,1,user,2019,9,6
sv.wikipedia,Denial_of_Service,-1,mobile-app,15,1,user,2019,9,6
en.wikipedia,Denial-of-service_attack,-1,desktop,15,1,spider,2019,9,6
en.wikipedia,Denial-of-service_attack,-1,mobile-app,15,1,user,2019,9,6
en.wikipedia,Denial-of-service_attack,-1,desktop,1,1,spider,2018,9,9
en.wikipedia,Denial-of-service_attack,-1,desktop,0,3,spider,2018,9,9
it.wikipedia,Denial_of_service,-1,mobile-app,0,2,user,2018,9,9
en.wikipedia,Denial-of-service_attack,-1,mobile-app,14,1,user,2019,9,10
en.wikipedia,Denial-of-service_attack,-1,desktop,14,3,spider,2019,9,10
domain,title,pageID,accessType,hour,count,trafficType,year,month,day
ru.wikipedia,DoS-атака,-1,mobile-app,13,1,user,2018,9,3
en.wikipedia,Denial-of-service_attack,-1,desktop,1,2,spider,2019,9,7
id.wikipedia,Serangan_DoS,-1,mobile-app,1,1,user,2019,9,7
en.wikipedia,Denial-of-service_attack,-1,mobile-app,1,2,user,2019,9,7
en.wikipedia,Denial-of-service_attack,-1,desktop,0,4,spider,2019,9,7
de.wikipedia,Denial_of_Service,-1,mobile-app,0,2,user,2019,9,7
en.wikipedia,Denial-of-service_attack,-1,mobile-app,0,1,user,2019,9,7
en.wikipedia,Denial-of-service_attack,-1,mobile-app,23,2,user,2018,9,27
en.wikipedia,Denial-of-service_attack,-1,desktop,23,2,spider,2018,9,27
domain,title,pageID,accessType,hour,count,trafficType,year,month,day
ru.wikipedia,DoS-атака,-1,mobile-app,7,1,user,2018,9,26
en.wikipedia,Denial-of-service_attack,-1,mobile-app,7,1,user,2018,9,26
ru.wikipedia,DoS-атака,-1,mobile-app,8,2,user,2018,9,26
de.wikipedia,Denial_of_Service,-1,mobile-app,8,1,user,2018,9,26
en.wikipedia,Denial-of-service_attack,-1,mobile-app,9,1,user,2018,9,26
id.wikipedia,Serangan_DoS,-1,mobile-app,10,1,user,2018,9,26
es.wikipedia,Ataque_de_denegación_de_servicio,-1,mobile-app,10,1,user,2018,9,26
ja.wikipedia,DoS攻撃,-1,mobile-app,11,2,user,2018,9,26
en.wikipedia,Denial-of-service_attack,-1,desktop,12,1,spider,2018,9,26
domain,title,pageID,accessType,hour,count,trafficType,year,month,day
de.wikipedia,Denial_of_Service,-1,mobile-app,6,1,user,2019,9,28
en.wikipedia,Denial-of-service_attack,-1,desktop,6,1,spider,2019,9,28
fi.wikipedia,Palvelunestohyökkäys,-1,mobile-app,7,3,user,2019,9,28
en.wikipedia,Denial-of-service_attack,-1,desktop,7,2,spider,2019,9,28
ja.wikipedia,DoS攻撃,-1,mobile-app,1,1,user,2019,9,20
en.wikipedia,Denial-of-service_attack,-1,desktop,1,1,spider,2019,9,20
en.wikipedia,Denial-of-service_attack,-1,mobile-app,0,1,user,2019,9,20
ja.wikipedia,DoS攻撃,-1,mobile-app,0,1,user,2019,9,20
en.wikipedia,Denial-of-service_attack,-1,desktop,0,1,spider,2019,9,20
domain,title,pageID,accessType,hour,count,trafficType,year,month,day
de.wikipedia,Denial_of_Service,-1,mobile-app,14,1,user,2018,9,24
pl.wikipedia,DDoS,-1,mobile-app,15,1,user,2018,9,24
en.wikipedia,Denial-of-service_attack,-1,mobile-app,15,1,user,2018,9,24
en.wikipedia,Denial-of-service_attack,-1,desktop,16,1,spider,2018,9,24
en.wikipedia,Denial-of-service_attack,-1,desktop,17,3,spider,2018,9,24
de.wikipedia,Denial_of_Service,-1,mobile-app,17,1,user,2018,9,24
pl.wikipedia,DDoS,-1,mobile-app,18,1,user,2018,9,24
en.wikipedia,Denial-of-service_attack,-1,desktop,18,1,spider,2018,9,24
en.wikipedia,Denial-of-service_attack,-1,mobile-app,18,1,user,2018,9,24
domain,title,pageID,accessType,hour,count,trafficType,year,month,day
it.wikipedia,Denial_of_service,-1,mobile-app,8,1,user,2019,9,6
en.wikipedia,Denial-of-service_attack,-1,mobile-app,9,1,user,2019,9,6
it.wikipedia,Denial_of_service,-1,mobile-app,9,1,user,2019,9,6
en.wikipedia,Denial-of-service_attack,-1,desktop,10,2,spider,2019,9,6
en.wikipedia,Denial-of-service_attack,-1,desktop,11,2,spider,2019,9,6
pl.wikipedia,DoS,-1,mobile-app,11,1,user,2019,9,6
en.wikipedia,Denial-of-service_attack,-1,desktop,12,1,spider,2019,9,6
nl.wikipedia,Denial_of_service,-1,mobile-app,12,2,user,2019,9,6
en.wikipedia,Denial-of-service_attack,-1,desktop,13,5,spider,2019,9,6
domain,title,pageID,accessType,hour,count,trafficType,year,month,day
es.wikipedia,Ataque_de_denegación_de_servicio,-1,mobile-app,20,1,user,2019,9,27
en.wikipedia,Denial-of-service_attack,-1,desktop,20,4,spider,2019,9,27
es.wikipedia,Ataque_de_denegación_de_servicio,-1,mobile-app,21,1,user,2019,9,27
en.wikipedia,Denial-of-service_attack,-1,desktop,21,1,spider,2019,9,27
en.wikipedia,Denial-of-service_attack,-1,mobile-web,21,1,spider,2019,9,27
en.wikipedia,Denial-of-service_attack,-1,desktop,22,1,spider,2019,9,27
it.wikipedia,Denial_of_service,-1,mobile-app,23,3,user,2019,9,27
en.wikipedia,Denial-of-service_attack,-1,desktop,23,2,spider,2019,9,27
domain,title,pageID,accessType,hour,count,trafficType,year,month,day
de.wikipedia,Denial_of_Service,-1,desktop,5,2,spider,2019,9,29
en.wikipedia,Denial-of-service_attack,-1,desktop,5,1,spider,2019,9,29
pl.wikipedia,DoS,-1,mobile-app,7,1,user,2019,9,29
en.wikipedia,Denial-of-service_attack,-1,desktop,7,2,spider,2019,9,29
ru.wikipedia,DoS-атака,-1,mobile-app,16,1,user,2019,9,15
en.wikipedia,Denial-of-service_attack,-1,desktop,17,1,spider,2019,9,15
it.wikipedia,Denial_of_service,-1,mobile-app,17,1,user,2019,9,15
ru.wikipedia,DoS-атака,-1,mobile-app,17,1,user,2019,9,15
en.wikipedia,Denial-of-service_attack,-1,desktop,18,3,spider,2019,9,15
domain,title,pageID,accessType,hour,count,trafficType,year,month,day
en.wikipedia,Denial-of-service_attack,-1,mobile-app,11,2,user,2019,9,23
fr.wikipedia,Attaque_par_déni_de_service,-1,mobile-app,12,1,user,2019,9,23
en.wikipedia,Denial-of-service_attack,-1,mobile-app,12,1,user,2019,9,23
en.wikipedia,Denial-of-service_attack,-1,desktop,12,2,spider,2019,9,23
en.wikipedia,Denial-of-service_attack,-1,desktop,19,1,spider,2018,9,28
ru.wikipedia,DoS-атака,-1,mobile-app,10,1,user,2018,9,5
ar.wikipedia,هجمات_الحرمان_من_الخدمات,-1,mobile-app,10,1,user,2018,9,5
de.wikipedia,Denial_of_Service,-1,mobile-app,10,1,user,2018,9,5
domain,title,pageID,accessType,hour,count,trafficType,year,month,day
de.wikipedia,Denial_of_Service,-1,mobile-app,4,1,user,2018,9,25
pl.wikipedia,DDoS,-1,mobile-app,4,1,user,2018,9,25
de.wikipedia,Denial_of_Service,-1,mobile-app,5,6,user,2018,9,25
pl.wikipedia,DDoS,-1,mobile-app,5,1,user,2018,9,25
de.wikipedia,Denial_of_Service,-1,mobile-app,6,1,user,2018,9,25
en.wikipedia,Denial-of-service_attack,-1,mobile-app,6,1,user,2018,9,25
en.wikipedia,Distributed_denial_of_service,-1,mobile-web,6,1,spider,2018,9,25
de.wikipedia,Denial_of_Service,-1,mobile-app,8,1,user,2018,9,25
en.wikipedia,Denial-of-service_attack,-1,mobile-app,8,4,user,2018,9,25
domain,title,pageID,accessType,hour,count,trafficType,year,month,day
